SalesPrice,Sqft,LandSize,Age,Bathrooms,NBHD,GarageSize,NBHD_101,NBHD_102,NBHD_104,NBHD_105
539117,2907,13611,38,3.0,103,264,0,0,0,0
472973,2544,14029,59,3.0,103,384,0,0,0,0
504001,2439,15269,7,2.5,103,384,0,0,0,0
481008,2739,16246,55,3.0,103,360,0,0,0,0
549693,2516,19647,4,3.0,103,360,0,0,0,0
287885,1873,18593,38,3.5,103,360,0,0,0,0
502302,1907,13896,3,3.5,103,360,0,0,0,0
455046,2229,18829,15,3.5,103,384,0,0,0,0
383157,2368,12249,58,2.5,103,0,0,0,0,0
563729,2462,10237,2,3.5,103,360,0,0,0,0
379844,1915,18891,25,3.0,103,384,0,0,0,0
407458,2059,14064,44,3.0,103,0,0,0,0,0
431445,2511,16916,42,3.5,103,360,0,0,0,0
321324,1968,19996,7,3.0,103,264,0,0,0,0
433478,2273,17676,11,3.5,103,360,0,0,0,0
570409,2530,18175,40,2.5,103,264,0,0,0,0
456941,2991,16369,60,3.0,103,360,0,0,0,0
533913,2159,17882,6,3.0,103,264,0,0,0,0
334753,2220,11085,60,3.0,103,360,0,0,0,0
461670,2293,18921,9,3.0,103,384,0,0,0,0
346643,2023,14414,54,3.0,103,0,0,0,0,0
546044,2852,12297,59,3.5,103,0,0,0,0,0
510222,2331,16302,19,2.5,103,384,0,0,0,0
607914,2715,12736,19,3.5,103,360,0,0,0,0
496768,2068,13765,33,3.0,103,360,0,0,0,0
386897,1952,11900,53,2.5,103,264,0,0,0,0
464095,2499,12769,44,2.5,103,360,0,0,0,0
527073,2835,18031,52,3.5,103,384,0,0,0,0
433790,2019,13176,16,3.5,103,0,0,0,0,0
465967,2335,14252,12,3.0,103,0,0,0,0,0
376118,2255,16999,39,2.5,103,360,0,0,0,0
346833,2365,12225,10,3.0,103,360,0,0,0,0
382133,1820,17585,42,3.0,103,360,0,0,0,0
406679,2104,17586,49,2.5,103,264,0,0,0,0
413239,2443,16860,45,3.0,103,384,0,0,0,0
424268,2821,13047,51,2.0,103,264,0,0,0,0
441336,2645,19864,60,3.0,103,264,0,0,0,0
636535,2890,18574,29,3.0,103,264,0,0,0,0
460623,2080,14693,23,3.0,103,264,0,0,0,0
448073,1846,16663,32,3.0,103,0,0,0,0,0
469259,2226,15864,30,2.5,103,384,0,0,0,0
675701,2896,14973,11,3.0,103,360,0,0,0,0
496744,2977,11493,22,2.5,103,0,0,0,0,0
409162,2350,12342,20,3.5,103,0,0,0,0,0
421813,2039,10813,2,2.5,103,264,0,0,0,0
538016,2861,16964,38,2.5,103,0,0,0,0,0
463235,2311,12698,14,3.0,103,264,0,0,0,0
576985,2447,14675,5,3.5,103,0,0,0,0,0
395109,2470,15771,34,2.0,103,0,0,0,0,0
538765,2952,12157,26,3.0,103,384,0,0,0,0
414066,2181,15895,1,2.5,103,360,0,0,0,0
532738,1867,13771,9,3.0,103,360,0,0,0,0
586090,2926,10809,13,3.0,103,360,0,0,0,0
450819,1944,18485,34,3.5,103,384,0,0,0,0
483712,2796,11845,4,2.5,103,264,0,0,0,0
335997,1855,19296,51,3.5,103,360,0,0,0,0
486412,2540,15303,29,3.5,103,360,0,0,0,0
419263,2056,11111,27,3.0,103,360,0,0,0,0
381125,2216,19016,31,2.0,103,360,0,0,0,0
401552,1908,12283,6,2.5,103,0,0,0,0,0
371285,1872,17509,53,3.5,103,360,0,0,0,0
441635,2532,13312,56,3.0,103,360,0,0,0,0
533977,2271,11202,56,3.0,103,264,0,0,0,0
650269,2920,16571,31,2.0,103,384,0,0,0,0
340487,2479,10844,23,3.5,103,384,0,0,0,0
413795,2330,12884,6,3.0,103,264,0,0,0,0
312523,2206,13513,27,2.0,103,264,0,0,0,0
379333,2352,11503,34,3.0,103,360,0,0,0,0
378725,1888,18515,24,3.0,103,360,0,0,0,0
298620,1938,19698,40,3.0,103,0,0,0,0,0
391244,1853,14383,23,2.5,103,384,0,0,0,0
488868,2739,15069,30,2.5,103,384,0,0,0,0
302036,1935,13139,47,2.5,103,0,0,0,0,0
332475,1813,13762,18,2.5,103,360,0,0,0,0
423312,2446,18327,43,2.5,103,360,0,0,0,0
448402,2665,11215,58,3.0,103,384,0,0,0,0
542811,2761,17652,23,3.0,103,0,0,0,0,0
429032,2124,13394,54,3.0,103,0,0,0,0,0
489714,2687,11876,46,2.5,103,384,0,0,0,0
526735,2191,13965,12,2.0,103,384,0,0,0,0
463838,2787,14022,34,3.0,103,360,0,0,0,0
413031,2014,17835,0,3.5,103,384,0,0,0,0
524097,2592,15932,47,3.5,103,384,0,0,0,0
590670,2681,15295,34,2.5,103,360,0,0,0,0
565257,2906,19315,56,2.5,103,264,0,0,0,0
512441,1927,17443,20,3.0,103,360,0,0,0,0
459486,2617,19965,22,3.0,103,384,0,0,0,0
605099,2883,16496,7,3.0,103,384,0,0,0,0
509990,2334,12028,13,3.5,103,360,0,0,0,0
456003,2636,10101,55,2.5,103,0,0,0,0,0
480648,2826,16771,30,3.0,103,360,0,0,0,0
442968,1939,13902,17,3.5,103,360,0,0,0,0
469659,2531,15411,25,2.0,103,0,0,0,0,0
422902,1808,16891,24,2.0,103,0,0,0,0,0
348382,2519,12562,60,2.5,103,360,0,0,0,0
605691,2551,12693,28,2.5,103,360,0,0,0,0
410282,2034,17378,27,2.0,103,360,0,0,0,0
447578,2382,19287,47,3.5,103,384,0,0,0,0
441022,2395,19760,26,3.5,103,360,0,0,0,0
374022,2472,14166,57,3.0,103,360,0,0,0,0
415469,2374,13463,24,2.0,103,0,0,0,0,0
408225,2315,17727,39,2.5,103,360,0,0,0,0
621163,2527,14763,6,3.5,103,384,0,0,0,0
536655,2193,16738,38,3.5,103,264,0,0,0,0
531866,2718,17914,16,2.0,103,384,0,0,0,0
465008,2829,16525,47,2.5,103,360,0,0,0,0
391528,1995,13682,48,3.0,103,360,0,0,0,0
451093,2232,15996,0,2.5,103,264,0,0,0,0
583960,2880,13435,36,3.0,103,0,0,0,0,0
723598,2724,12907,3,3.5,103,384,0,0,0,0
447858,2307,15858,33,2.5,103,0,0,0,0,0
553941,2792,19504,23,3.0,103,360,0,0,0,0
388052,1971,15493,24,3.0,103,384,0,0,0,0
417427,2220,16460,6,3.5,103,360,0,0,0,0
569331,2863,14341,10,3.5,103,0,0,0,0,0
407278,2708,13499,55,3.0,103,0,0,0,0,0
489228,2253,15241,32,3.0,103,264,0,0,0,0
562785,2720,16221,23,3.0,103,360,0,0,0,0
608443,2791,11676,41,2.5,103,0,0,0,0,0
519957,2350,10542,27,3.0,103,360,0,0,0,0
576997,2552,18773,9,3.0,103,384,0,0,0,0
419570,2535,13099,44,3.0,103,360,0,0,0,0
353574,2156,13777,59,2.5,103,0,0,0,0,0
418811,2055,19355,41,2.0,103,384,0,0,0,0
453670,2574,19493,34,3.0,103,0,0,0,0,0
459068,1875,11586,10,2.5,103,0,0,0,0,0
619934,2859,13334,11,3.5,103,264,0,0,0,0
433283,2652,19622,53,2.5,103,0,0,0,0,0
600547,2969,15500,9,3.0,103,264,0,0,0,0
456836,2217,13406,46,3.0,103,264,0,0,0,0
387796,1986,17051,40,2.5,103,360,0,0,0,0
468224,1929,13978,24,3.5,103,360,0,0,0,0
516759,2359,13813,2,2.5,103,360,0,0,0,0
478250,2710,15182,6,2.0,103,360,0,0,0,0
446001,2086,15093,32,3.5,103,0,0,0,0,0
601394,2192,15463,0,3.0,103,0,0,0,0,0
662600,2839,15974,28,3.0,103,0,0,0,0,0
563962,2779,17798,12,3.0,103,0,0,0,0,0
535358,2383,12525,5,3.0,103,264,0,0,0,0
410826,2959,19462,23,3.0,103,384,0,0,0,0
587640,2889,11642,4,2.5,103,384,0,0,0,0
595966,2673,18603,22,2.5,103,0,0,0,0,0
582069,2746,12787,3,3.0,103,360,0,0,0,0
605558,2886,18659,1,2.0,103,264,0,0,0,0
485070,2725,19567,1,3.5,103,264,0,0,0,0
433414,2042,11930,55,3.0,103,264,0,0,0,0
415465,2017,10275,21,3.0,103,264,0,0,0,0
485714,2542,13776,43,3.0,103,360,0,0,0,0
442142,2440,19963,42,3.5,103,0,0,0,0,0
511563,2505,12947,23,3.0,103,360,0,0,0,0
580640,2554,13289,14,3.5,103,360,0,0,0,0
495470,2571,14893,55,2.5,103,384,0,0,0,0
319083,2282,18937,37,3.5,103,360,0,0,0,0
633770,2583,19832,43,3.5,103,264,0,0,0,0
558181,2881,13549,34,2.5,103,384,0,0,0,0
323127,1919,11939,6,3.0,103,360,0,0,0,0
475089,2726,16879,3,3.0,103,384,0,0,0,0
469153,2582,10357,45,3.5,103,0,0,0,0,0
508802,2353,18633,0,3.5,103,264,0,0,0,0
387802,2984,10176,18,3.5,103,360,0,0,0,0
497704,1971,14338,25,3.0,103,360,0,0,0,0
572046,2922,15052,12,3.5,103,360,0,0,0,0
478849,2412,18456,40,3.5,103,384,0,0,0,0
592236,2822,13717,19,3.0,103,384,0,0,0,0
430713,2250,10071,31,2.0,103,360,0,0,0,0
485650,2605,13056,31,2.0,103,264,0,0,0,0
554831,2639,14666,32,3.0,103,0,0,0,0,0
362738,1802,19573,35,2.5,103,360,0,0,0,0
422524,2416,11668,53,3.0,103,0,0,0,0,0
323397,1914,15877,22,3.0,103,264,0,0,0,0
375412,1892,16093,21,3.5,103,0,0,0,0,0
432079,2774,13931,27,3.5,103,0,0,0,0,0
444462,2085,12895,29,3.0,103,360,0,0,0,0
579467,2549,17980,4,2.5,103,384,0,0,0,0
375964,1953,11617,52,3.0,103,360,0,0,0,0
640394,2799,13184,15,3.0,103,360,0,0,0,0
401332,2085,12571,28,3.0,103,360,0,0,0,0
449329,1908,16109,20,3.0,103,360,0,0,0,0
491219,2761,11940,24,3.5,103,360,0,0,0,0
535409,2448,12592,24,3.5,103,360,0,0,0,0
416911,1944,14558,4,3.0,103,384,0,0,0,0
365343,1815,10775,1,3.5,103,384,0,0,0,0
443378,2866,16470,32,3.5,103,384,0,0,0,0
405076,2482,19256,54,3.0,103,360,0,0,0,0
382059,1906,15557,60,3.5,103,264,0,0,0,0
317712,2098,14078,52,3.5,103,384,0,0,0,0
401869,2134,12461,30,3.5,103,360,0,0,0,0
327179,2361,10301,22,2.5,103,360,0,0,0,0
461536,2319,14201,28,2.0,103,360,0,0,0,0
444790,2243,12836,50,2.5,103,384,0,0,0,0
501957,2596,15094,52,3.0,103,264,0,0,0,0
421686,1977,13861,28,3.5,103,0,0,0,0,0
438749,2761,19076,52,2.5,103,0,0,0,0,0
535135,2341,15717,3,2.0,103,360,0,0,0,0
534129,2877,10243,26,3.5,103,264,0,0,0,0
507785,2089,14129,9,2.5,103,360,0,0,0,0
444860,2441,10734,25,2.5,103,0,0,0,0,0
372640,1873,10184,51,3.5,103,360,0,0,0,0
519942,2439,10378,38,3.5,103,0,0,0,0,0
391554,1983,19621,54,2.5,103,360,0,0,0,0
453245,2371,14491,33,3.0,103,360,0,0,0,0
389041,1982,17313,44,3.0,103,360,0,0,0,0
427833,2904,19939,52,3.0,103,0,0,0,0,0
411016,1897,16972,2,2.0,103,0,0,0,0,0
427566,2067,12878,37,3.0,103,384,0,0,0,0
396031,1975,12426,32,3.5,103,384,0,0,0,0
424014,2202,11623,28,2.5,103,384,0,0,0,0
471301,2179,16494,42,3.0,103,384,0,0,0,0
529609,2937,14462,9,2.0,103,360,0,0,0,0
449458,2505,10711,26,3.0,103,384,0,0,0,0
388173,1909,11299,8,2.5,103,0,0,0,0,0
370844,1847,16666,56,2.5,103,384,0,0,0,0
507105,2360,13759,19,3.0,103,0,0,0,0,0
452355,2755,11238,40,2.5,103,360,0,0,0,0
438009,2558,12942,51,2.0,103,0,0,0,0,0
449171,2135,15425,17,2.5,103,264,0,0,0,0
389181,1900,12473,2,3.0,103,0,0,0,0,0
446931,2655,12596,42,2.5,103,0,0,0,0,0
431855,2046,11380,2,3.0,103,360,0,0,0,0
408354,2045,11455,46,2.5,103,360,0,0,0,0
456140,2407,11462,1,2.0,103,360,0,0,0,0
431322,1810,14328,40,3.5,103,360,0,0,0,0
532216,2848,18988,48,3.0,103,0,0,0,0,0
497996,2156,14059,16,3.5,103,360,0,0,0,0
517290,2503,11476,35,2.5,103,360,0,0,0,0
344052,1814,14378,26,3.0,103,384,0,0,0,0
510188,2481,14577,17,3.0,103,360,0,0,0,0
334211,1883,14063,12,2.5,103,0,0,0,0,0
373963,2109,18949,57,3.0,103,264,0,0,0,0
453941,2895,17990,35,3.0,103,264,0,0,0,0
388219,1863,13355,13,3.0,103,384,0,0,0,0
578785,2687,16699,21,2.0,103,384,0,0,0,0
500196,2354,14280,47,2.0,103,264,0,0,0,0
521295,2427,19642,38,3.5,103,0,0,0,0,0
526695,2443,14487,21,2.5,103,384,0,0,0,0
508671,2650,10739,19,2.5,103,264,0,0,0,0
345215,2076,10388,59,3.0,103,360,0,0,0,0
388467,1992,13113,22,2.5,103,360,0,0,0,0
481400,2373,18267,40,3.0,103,360,0,0,0,0
576489,2650,15644,36,3.5,103,360,0,0,0,0
470517,2433,18177,38,2.5,103,384,0,0,0,0
492357,2262,14906,13,2.5,103,360,0,0,0,0
509716,2386,13605,46,3.0,103,264,0,0,0,0
725337,2793,14600,5,2.0,103,360,0,0,0,0
477271,2134,10334,22,3.5,103,264,0,0,0,0
520918,2368,17316,13,3.0,103,360,0,0,0,0
649327,2904,15210,16,3.5,103,264,0,0,0,0
407013,1956,19540,25,3.5,103,264,0,0,0,0
421311,2130,17342,37,3.0,103,384,0,0,0,0
507773,2885,15043,47,2.0,103,264,0,0,0,0
556930,2846,14677,2,2.5,103,360,0,0,0,0
564620,2621,13657,6,2.5,103,360,0,0,0,0
357995,2144,14231,44,3.0,103,384,0,0,0,0
357995,2075,12260,12,2.0,103,384,0,0,0,0
371458,2090,18507,30,2.0,103,360,0,0,0,0
511455,2621,12673,50,2.5,103,360,0,0,0,0
377132,2361,12539,57,3.5,103,384,0,0,0,0
500061,2779,18251,15,3.5,103,264,0,0,0,0
468658,2305,12007,34,3.0,103,384,0,0,0,0
499697,2434,15063,9,3.0,103,0,0,0,0,0
471936,2457,13833,60,2.5,103,264,0,0,0,0
687985,2880,17360,0,3.0,103,360,0,0,0,0
392123,2267,15265,16,2.0,103,384,0,0,0,0
489560,2504,14234,26,3.5,103,0,0,0,0,0
584028,2637,18301,1,2.5,103,360,0,0,0,0
438853,1969,10536,52,2.0,103,0,0,0,0,0
594543,2867,19997,40,3.0,103,360,0,0,0,0
388902,1806,14894,8,3.0,103,384,0,0,0,0
609883,2960,12900,22,3.0,103,264,0,0,0,0
421760,2082,16021,48,3.5,103,0,0,0,0,0
519732,2402,12187,0,3.0,103,360,0,0,0,0
328066,2379,17172,59,3.5,103,384,0,0,0,0
521604,2585,13552,27,3.5,103,360,0,0,0,0
435021,2164,11207,36,3.0,103,360,0,0,0,0
544368,2180,18099,13,2.5,103,384,0,0,0,0
521866,2530,11150,31,3.5,103,360,0,0,0,0
324719,1919,13772,51,3.5,103,360,0,0,0,0
445163,2626,16062,53,2.5,103,264,0,0,0,0
507480,2440,17744,34,3.0,103,264,0,0,0,0
439790,2252,16350,32,3.0,103,0,0,0,0,0
386557,1838,17915,25,3.0,103,384,0,0,0,0
361473,2380,11251,56,3.0,103,360,0,0,0,0
459444,2980,16892,43,2.0,103,384,0,0,0,0
628406,2930,10665,7,3.0,103,360,0,0,0,0
526143,2163,10878,19,2.5,103,384,0,0,0,0
579011,2772,17688,24,3.0,103,264,0,0,0,0
524550,2149,11765,44,3.0,103,264,0,0,0,0
471194,2638,10966,44,3.0,103,360,0,0,0,0
544808,2353,17766,14,3.0,103,384,0,0,0,0
422741,1828,18417,16,3.0,103,384,0,0,0,0
462203,2105,14021,28,3.0,103,384,0,0,0,0
691255,2662,19943,21,3.0,103,0,0,0,0,0
470870,2063,18436,47,2.5,103,384,0,0,0,0
560473,2415,11184,20,2.5,103,0,0,0,0,0
587796,2351,15478,8,2.5,103,384,0,0,0,0
389334,1918,15034,45,2.5,103,360,0,0,0,0
518881,2518,10467,25,2.5,103,360,0,0,0,0
503192,2779,18562,27,3.0,103,0,0,0,0,0
493267,2163,19720,35,2.0,103,0,0,0,0,0
549752,2414,15573,4,3.0,103,360,0,0,0,0
394819,2610,19868,45,3.5,103,0,0,0,0,0
385407,2000,13718,10,3.0,103,264,0,0,0,0
677571,2995,17539,3,3.0,103,360,0,0,0,0
478425,2464,16568,52,2.5,103,264,0,0,0,0
521477,2362,17846,13,2.0,103,384,0,0,0,0
325165,1922,18432,25,3.0,103,360,0,0,0,0
458987,2499,19580,16,3.0,103,360,0,0,0,0
581919,2609,18580,9,2.0,103,360,0,0,0,0
457527,2225,17520,41,3.0,103,264,0,0,0,0
501890,1909,12295,10,3.0,103,384,0,0,0,0
373642,1861,13715,29,2.5,103,264,0,0,0,0
364890,2024,16809,3,3.5,103,360,0,0,0,0
558703,2559,18859,13,3.0,103,264,0,0,0,0
477799,2120,10800,9,2.5,103,360,0,0,0,0
410844,1919,13110,32,3.0,103,360,0,0,0,0
464479,2774,19707,59,2.5,103,0,0,0,0,0
588562,2875,10941,24,3.0,103,384,0,0,0,0
380953,2436,18500,52,3.5,103,264,0,0,0,0
550579,2615,15472,18,2.5,103,360,0,0,0,0
500072,2484,11651,48,3.0,103,384,0,0,0,0
418055,2940,17045,41,3.0,103,264,0,0,0,0
405569,1897,19764,50,2.5,103,264,0,0,0,0
272754,1834,12625,57,3.5,103,0,0,0,0,0
536985,2911,12349,34,3.0,103,384,0,0,0,0
390176,2965,17407,52,3.5,103,384,0,0,0,0
504165,2848,19848,20,3.5,103,360,0,0,0,0
363373,1943,18868,28,2.0,103,360,0,0,0,0
408173,2376,13761,10,3.0,103,0,0,0,0,0
507345,2537,18597,45,3.0,103,360,0,0,0,0
319923,2447,10154,55,2.0,103,264,0,0,0,0
557147,2537,18477,22,3.5,103,384,0,0,0,0
392577,2367,16153,6,3.0,103,360,0,0,0,0
441850,2028,18478,32,2.5,103,360,0,0,0,0
424674,2429,18455,60,3.0,103,360,0,0,0,0
503700,2511,16863,1,3.5,103,360,0,0,0,0
512986,2348,16303,15,3.0,103,360,0,0,0,0
329323,2137,19731,56,2.5,103,360,0,0,0,0
539793,2541,12609,18,3.5,103,384,0,0,0,0
551754,2348,17854,20,3.5,103,360,0,0,0,0
591463,2789,14355,3,2.5,103,384,0,0,0,0
575182,2765,15348,32,3.5,103,384,0,0,0,0
386199,2037,10048,3,3.0,103,360,0,0,0,0
642896,2879,10725,25,2.0,103,360,0,0,0,0
442651,2552,11456,3,2.0,103,264,0,0,0,0
387786,1809,11704,36,2.0,103,360,0,0,0,0
558792,2110,15120,14,3.5,103,384,0,0,0,0
328106,1833,11286,49,3.0,103,0,0,0,0,0
576757,2322,19762,15,3.5,103,384,0,0,0,0
515361,2767,15873,39,3.0,103,360,0,0,0,0
529131,2838,13315,36,2.5,103,0,0,0,0,0
405496,1852,13306,27,3.0,103,360,0,0,0,0
531109,2933,14975,48,3.5,103,360,0,0,0,0
423842,2469,11115,53,3.5,103,264,0,0,0,0
371702,2496,12706,40,3.5,103,264,0,0,0,0
456419,2155,11273,17,3.5,103,0,0,0,0,0
503225,2663,18442,56,3.0,103,384,0,0,0,0
499827,2742,17320,58,2.5,103,360,0,0,0,0
335112,2192,13648,60,3.0,103,384,0,0,0,0
434408,1934,12794,33,2.0,103,384,0,0,0,0
492555,2593,12100,34,2.5,103,384,0,0,0,0
410524,1821,14769,16,3.5,103,384,0,0,0,0
709325,2893,18893,15,3.0,103,264,0,0,0,0
409488,2349,13156,5,3.0,103,0,0,0,0,0
424037,2858,15260,42,3.0,103,360,0,0,0,0
517945,2220,14947,13,3.0,103,384,0,0,0,0
389941,2278,12767,4,3.0,103,360,0,0,0,0
356248,1885,15874,49,3.0,103,384,0,0,0,0
567725,2582,12616,5,2.5,103,0,0,0,0,0
425969,2450,16087,8,2.5,103,264,0,0,0,0
590019,2847,13967,46,3.5,103,360,0,0,0,0
499873,1963,11262,1,3.0,103,360,0,0,0,0
482686,2327,17657,20,2.5,103,360,0,0,0,0
338011,2044,10721,1,3.0,103,360,0,0,0,0
662041,2732,14622,2,3.5,103,384,0,0,0,0
472507,2383,10630,60,3.5,103,360,0,0,0,0
525295,2826,17036,30,3.5,103,0,0,0,0,0
325259,2310,17820,45,2.0,103,264,0,0,0,0
369440,2058,14444,23,2.5,103,384,0,0,0,0
488906,2074,19938,18,2.0,103,384,0,0,0,0
425023,2495,16281,45,2.5,103,360,0,0,0,0
554615,2601,11269,4,2.0,103,360,0,0,0,0
369727,1823,19187,19,3.5,103,0,0,0,0,0
404166,2495,14465,40,3.5,103,360,0,0,0,0
489705,2060,15213,24,3.5,103,384,0,0,0,0
464720,2460,15489,58,3.0,103,360,0,0,0,0
746888,2918,12789,38,3.0,103,360,0,0,0,0
480502,2384,17871,42,2.5,103,360,0,0,0,0
432579,1984,13286,17,3.0,103,360,0,0,0,0
531668,2649,14546,31,3.5,103,264,0,0,0,0
458797,2250,10052,11,2.0,103,360,0,0,0,0
332733,1886,11313,52,3.0,103,0,0,0,0,0
462464,2873,11550,23,3.5,103,360,0,0,0,0
665966,2909,17376,53,3.0,103,264,0,0,0,0
447724,2667,16864,54,3.0,103,384,0,0,0,0
491004,2592,14896,46,3.5,103,264,0,0,0,0
486628,2418,13567,52,3.0,103,0,0,0,0,0
261349,1843,15691,57,2.5,103,0,0,0,0,0
509925,2605,14647,54,2.0,103,264,0,0,0,0
569231,2490,15373,9,3.0,103,360,0,0,0,0
527054,2398,15947,9,3.5,103,384,0,0,0,0
502197,2415,13628,41,2.0,103,384,0,0,0,0
414216,2036,19184,57,2.0,103,360,0,0,0,0
361079,2149,17224,38,3.0,103,0,0,0,0,0
381175,2087,18594,58,3.5,103,360,0,0,0,0
660877,2958,17748,31,3.0,103,360,0,0,0,0
325347,1969,12669,16,2.0,103,264,0,0,0,0
401895,2040,15781,2,3.0,103,0,0,0,0,0
382981,2181,11397,59,2.5,103,384,0,0,0,0
457737,2159,16734,14,2.5,103,384,0,0,0,0
356580,2334,15479,32,3.0,103,264,0,0,0,0
599689,2849,11935,25,3.5,103,360,0,0,0,0
515731,2721,19168,14,3.0,103,384,0,0,0,0
607493,2733,17656,1,3.5,103,384,0,0,0,0
464779,2645,19204,42,3.5,103,360,0,0,0,0
383555,2460,19540,6,3.0,103,264,0,0,0,0
432249,2080,11803,6,3.0,103,360,0,0,0,0
451492,1865,12064,40,3.0,103,384,0,0,0,0
599232,2813,15478,21,3.0,103,0,0,0,0,0
422611,2469,18616,29,3.0,103,384,0,0,0,0
451704,2032,11871,30,3.0,103,360,0,0,0,0
473768,2625,12482,55,2.0,103,360,0,0,0,0
299040,1940,12557,25,2.5,103,264,0,0,0,0
332696,2031,17650,35,3.0,103,264,0,0,0,0
373684,1928,19378,40,3.0,103,264,0,0,0,0
427158,2705,11656,44,3.0,103,384,0,0,0,0
351921,2235,17400,42,2.0,103,360,0,0,0,0
567554,2788,12439,34,3.0,103,360,0,0,0,0
520565,2903,17522,57,3.0,103,384,0,0,0,0
485019,2309,10251,55,2.0,103,360,0,0,0,0
544375,2218,19536,16,2.5,103,360,0,0,0,0
423055,2297,16988,25,3.5,103,360,0,0,0,0
447582,2516,18289,40,3.0,103,0,0,0,0,0
415402,2096,15391,14,3.0,103,360,0,0,0,0
504485,2176,19780,35,3.0,103,360,0,0,0,0
703769,2953,15252,2,3.0,103,384,0,0,0,0
372144,2215,15779,46,3.0,103,360,0,0,0,0
474331,2667,19990,8,3.0,103,0,0,0,0,0
572601,2400,12805,8,2.5,103,384,0,0,0,0
323119,2327,13557,56,3.5,103,384,0,0,0,0
342024,2155,18385,45,3.0,103,360,0,0,0,0
436199,2220,19987,52,3.0,103,360,0,0,0,0
404745,2142,12302,53,2.0,103,384,0,0,0,0
572776,2458,18654,4,3.5,103,384,0,0,0,0
416069,1970,16326,51,3.0,103,264,0,0,0,0
549543,2947,14216,31,3.5,103,384,0,0,0,0
367561,2111,11552,2,3.5,103,360,0,0,0,0
541920,2658,17783,31,3.0,103,360,0,0,0,0
432557,1814,12915,21,2.5,103,360,0,0,0,0
398744,2187,13159,2,3.0,103,0,0,0,0,0
494098,2071,18231,7,3.5,103,360,0,0,0,0
556332,2828,19369,58,3.5,103,360,0,0,0,0
446631,2817,14874,42,3.0,103,0,0,0,0,0
419276,2389,10577,39,2.5,103,0,0,0,0,0
481109,2680,10098,60,3.0,103,264,0,0,0,0
534470,2617,12128,24,3.5,103,264,0,0,0,0
546889,2440,14695,30,2.5,103,360,0,0,0,0
415485,2083,17238,15,2.5,103,264,0,0,0,0
477881,2670,16446,25,2.5,103,0,0,0,0,0
475003,2745,11964,37,3.0,103,360,0,0,0,0
418083,2038,16305,4,3.0,103,360,0,0,0,0
571187,2801,11055,6,2.5,103,360,0,0,0,0
414033,2075,19557,15,2.5,103,0,0,0,0,0
332978,1868,11124,20,3.0,103,360,0,0,0,0
431110,2017,14310,37,3.0,103,360,0,0,0,0
396350,1864,16622,58,3.0,103,0,0,0,0,0
574121,2880,10406,21,3.0,103,360,0,0,0,0
537433,2765,12648,0,3.5,103,384,0,0,0,0
444487,2386,13461,23,3.5,103,360,0,0,0,0
425908,1829,19437,7,3.5,103,0,0,0,0,0
363580,2128,15275,31,2.5,103,384,0,0,0,0
446293,2616,11841,54,3.5,103,384,0,0,0,0
440697,2017,19508,27,3.0,103,360,0,0,0,0
528812,2789,17038,38,2.5,103,384,0,0,0,0
481904,2519,12159,38,2.0,103,264,0,0,0,0
484639,2801,15016,45,3.0,103,264,0,0,0,0
495698,2768,12223,52,3.0,103,360,0,0,0,0
405321,2020,17866,43,3.0,103,264,0,0,0,0
463630,2139,14352,1,2.0,103,264,0,0,0,0
424665,1927,19813,10,3.0,103,0,0,0,0,0
340230,2111,16242,16,3.0,103,384,0,0,0,0
337963,1868,19467,4,3.0,103,0,0,0,0,0
440690,1843,17401,12,2.5,103,264,0,0,0,0
665544,2647,18833,24,2.5,103,360,0,0,0,0
489343,2811,19124,7,3.0,103,264,0,0,0,0
430737,1984,19400,5,2.5,103,0,0,0,0,0
455690,2403,19199,40,3.5,103,0,0,0,0,0
597895,2887,10148,15,3.5,103,384,0,0,0,0
406118,1924,19441,12,3.0,103,360,0,0,0,0
586776,2378,10425,11,2.5,103,360,0,0,0,0
403083,2138,16863,51,2.5,103,384,0,0,0,0
487157,2357,15719,19,2.5,103,0,0,0,0,0
544898,2815,10933,33,3.0,103,264,0,0,0,0
377015,2179,11612,41,3.0,103,384,0,0,0,0
490454,1959,11448,5,3.5,103,384,0,0,0,0
358605,1960,15240,23,3.0,103,0,0,0,0,0
534769,2601,16490,24,2.5,103,360,0,0,0,0
428240,2013,16076,56,3.0,103,264,0,0,0,0
337487,2343,15327,39,2.5,103,384,0,0,0,0
646931,2817,11520,15,3.0,103,264,0,0,0,0
460615,2263,15459,32,3.0,103,384,0,0,0,0
618744,2922,16864,3,2.5,103,264,0,0,0,0
425018,2027,14053,33,3.0,103,360,0,0,0,0
614478,2254,19875,1,3.5,103,0,0,0,0,0
408679,2182,19017,51,3.0,103,264,0,0,0,0
505872,2838,10035,32,3.0,103,384,0,0,0,0
366354,1974,14851,60,3.0,103,264,0,0,0,0
535272,2899,13702,44,2.5,103,384,0,0,0,0
435940,2558,10160,49,3.0,103,360,0,0,0,0
526441,2967,15775,33,2.5,103,264,0,0,0,0
726132,2862,19408,0,3.5,103,264,0,0,0,0
608425,2953,17498,20,3.5,103,360,0,0,0,0
599913,2651,14817,0,2.5,103,384,0,0,0,0
420205,1990,11659,51,3.5,103,384,0,0,0,0
548063,2814,12933,2,2.0,103,360,0,0,0,0
514643,2296,14161,25,2.0,103,360,0,0,0,0
678828,2693,13314,7,3.0,103,0,0,0,0,0
